업종대분류코드,업종대분류명,업종중분류코드,업종중분류명,업종소분류코드,업종소분류명,데이터기준일자
B,제조,B01,식품가공/제조,B01B18,수산물가공/저장처리-기타,2015-12-17
B,제조,B01,식품가공/제조,B01B19,과실/채소가공/저장처리-종합,2015-12-17
B,제조,B01,식품가공/제조,B01B20,과실통조림제조,2015-12-17
B,제조,B01,식품가공/제조,B01B21,김치제조,2015-12-17
B,제조,B01,식품가공/제조,B01B22,단무지제조,2015-12-17
B,제조,B01,식품가공/제조,B01B23,발효식품제조,2015-12-17
B,제조,B01,식품가공/제조,B01B24,과실/채소가공/저장처리-기타,2015-12-17
B,제조,B01,식품가공/제조,B01B25,동식물성유지제조-종합,2015-12-17
B,제조,B01,식품가공/제조,B01B26,동물성유지제조,2015-12-17
B,제조,B01,식품가공/제조,B01B27,식물성유지제조,2015-12-17
B,제조,B01,식품가공/제조,B01B28,식용유제조,2015-12-17
B,제조,B01,식품가공/제조,B01B29,동식물성유지제조-기타,2015-12-17
B,제조,B01,식품가공/제조,B01B30,낙농품제조-종합,2015-12-17
B,제조,B01,식품가공/제조,B01B31,우유제조,2015-12-17
B,제조,B01,식품가공/제조,B01B32,분유제조,2015-12-17
B,제조,B01,식품가공/제조,B01B33,생크림제조,2015-12-17
B,제조,B01,식품가공/제조,B01B34,유산균음료제조,2015-12-17
B,제조,B01,식품가공/제조,B01B35,아이스크림제조,2015-12-17
B,제조,B01,식품가공/제조,B01B36,빙과류제조,2015-12-17
B,제조,B01,식품가공/제조,B01B37,버터/치즈제조,2015-12-17
B,제조,B01,식품가공/제조,B01B38,낙농품제조-기타,2015-12-17
B,제조,B01,식품가공/제조,B01B39,곡물가공-종합,2015-12-17
B,제조,B01,식품가공/제조,B01B40,도정업,2015-12-17
B,제조,B01,식품가공/제조,B01B41,제분업,2015-12-17
B,제조,B01,식품가공/제조,B01B42,곡물가루제조,2015-12-17
B,제조,B01,식품가공/제조,B01B43,죽류제조,2015-12-17
B,제조,B01,식품가공/제조,B01B44,도시락제조,2015-12-17
B,제조,B01,식품가공/제조,B01B45,콘플레이크제조,2015-12-17
B,제조,B01,식품가공/제조,B01B46,곡물가공-기타,2015-12-17
B,제조,B01,식품가공/제조,B01B47,전분/당류제조-종합,2015-12-17
B,제조,B01,식품가공/제조,B01B48,전분제조,2015-12-17
B,제조,B01,식품가공/제조,B01B49,당류제조,2015-12-17
B,제조,B01,식품가공/제조,B01B50,전분/당류제조-기타,2015-12-17
B,제조,B01,식품가공/제조,B01B51,사료제조,2015-12-17
B,제조,B01,식품가공/제조,B01B52,종합식품제조,2015-12-17
B,제조,B01,식품가공/제조,B01B53,빵/과자제조-종합,2015-12-17
Q,음식,Q08,제과제빵떡케익,Q08A03,떡전문,2015-12-17
B,제조,B01,식품가공/제조,B01B54,과자제조,2015-12-17
Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,2015-12-17
Q,음식,Q07,패스트푸드,Q07A03,핫도그,2015-12-17
Q,음식,Q08,제과제빵떡케익,Q08A04,떡/한과집,2015-12-17
Q,음식,Q08,제과제빵떡케익,Q08A05,찐빵전문,2015-12-17
B,제조,B01,식품가공/제조,B01B55,빵/과자제조-기타,2015-12-17
B,제조,B01,식품가공/제조,B01B56,설탕제조-종합,2015-12-17
B,제조,B01,식품가공/제조,B01B57,설탕제조,2015-12-17
B,제조,B01,식품가공/제조,B01B58,원당제조,2015-12-17
B,제조,B01,식품가공/제조,B01B59,설탕제조-기타,2015-12-17
B,제조,B01,식품가공/제조,B01B60,코코아제품/설탕과자제조-종합,2015-12-17
B,제조,B01,식품가공/제조,B01B61,설탕과자제조,2015-12-17
B,제조,B01,식품가공/제조,B01B62,드롭스제조,2015-12-17
B,제조,B01,식품가공/제조,B01B63,코코아제품제조,2015-12-17
B,제조,B01,식품가공/제조,B01B64,추잉껌제조,2015-12-17
B,제조,B01,식품가공/제조,B01B65,캐러멜과자제조,2015-12-17
B,제조,B01,식품가공/제조,B01B66,초콜릿과자제조,2015-12-17
B,제조,B01,식품가공/제조,B01B67,코코아제품/설탕과자제조-기타,2015-12-17
B,제조,B01,식품가공/제조,B01B68,국수/유사식품제조-종합,2015-12-17
B,제조,B01,식품가공/제조,B01B69,국수제조,2015-12-17
B,제조,B01,식품가공/제조,B01B70,당면제조,2015-12-17
B,제조,B01,식품가공/제조,B01B71,마카로니제조,2015-12-17
B,제조,B01,식품가공/제조,B01B72,라면제조,2015-12-17
B,제조,B01,식품가공/제조,B01B73,국수/유사식품제조-기타,2015-12-17
B,제조,B01,식품가공/제조,B01B74,조미료/식품첨가물제조-종합,2015-12-17
B,제조,B01,식품가공/제조,B01B75,천연조미료제조,2015-12-17
B,제조,B01,식품가공/제조,B01B76,발효조미료제조,2015-12-17
B,제조,B01,식품가공/제조,B01B77,혼합조미료제조,2015-12-17
B,제조,B01,식품가공/제조,B01B78,장류제조,2015-12-17
B,제조,B01,식품가공/제조,B01B79,누룩제조,2015-12-17
B,제조,B01,식품가공/제조,B01B80,식품첨가물제조,2015-12-17
B,제조,B01,식품가공/제조,B01B81,식초제조,2015-12-17
B,제조,B01,식품가공/제조,B01B82,조미료/식품첨가물제조-기타,2015-12-17
B,제조,B01,식품가공/제조,B01B83,커피가공,2015-12-17
B,제조,B01,식품가공/제조,B01B84,차류가공,2015-12-17
B,제조,B01,식품가공/제조,B01B85,수프제조,2015-12-17
B,제조,B01,식품가공/제조,B01B86,유부제조,2015-12-17
B,제조,B01,식품가공/제조,B01B87,묵제조,2015-12-17
B,제조,B01,식품가공/제조,B01B88,두부제조,2015-12-17
B,제조,B01,식품가공/제조,B01B89,인삼식품제조,2015-12-17
B,제조,B01,식품가공/제조,B01B90,맥아엑스제조,2015-12-17
B,제조,B01,식품가공/제조,B01B91,건강식품제조,2015-12-17
B,제조,B01,식품가공/제조,B01B92,해조류가공,2015-12-17
B,제조,B01,식품가공/제조,B01B93,애완동물식품제조,2015-12-17
B,제조,B01,식품가공/제조,B01C01,주류제조-종합,2015-12-17
B,제조,B01,식품가공/제조,B01C02,주정제조,2015-12-17
B,제조,B01,식품가공/제조,B01C03,소주제조,2015-12-17
B,제조,B01,식품가공/제조,B01C04,양주제조,2015-12-17
B,제조,B01,식품가공/제조,B01C05,과실주제조,2015-12-17
B,제조,B01,식품가공/제조,B01C06,탁주/약주제조,2015-12-17
B,제조,B01,식품가공/제조,B01C07,청주제조,2015-12-17
B,제조,B01,식품가공/제조,B01C08,맥아제조,2015-12-17
B,제조,B01,식품가공/제조,B01C09,맥주제조,2015-12-17
B,제조,B01,식품가공/제조,B01C10,주류제조-기타,2015-12-17
B,제조,B01,식품가공/제조,B01C11,음료제조-종합,2015-12-17
B,제조,B01,식품가공/제조,B01C12,과실쥬스제조,2015-12-17
B,제조,B01,식품가공/제조,B01C13,탄산음료제조,2015-12-17
B,제조,B01,식품가공/제조,B01C14,생수제조,2015-12-17
B,제조,B01,식품가공/제조,B01C15,두유제조,2015-12-17
B,제조,B01,식품가공/제조,B01C16,음료제조-기타,2015-12-17
B,제조,B01,식품가공/제조,B01C17,얼음제조,2015-12-17
B,제조,B01,식품가공/제조,B01C18,담배제조,2015-12-17
B,제조,B02,섬유/직물제조,B02B01,포대제조,2015-12-17
B,제조,B02,섬유/직물제조,B02B02,침구제조,2015-12-17
B,제조,B02,섬유/직물제조,B02B03,자수제품제조,2015-12-17
B,제조,B02,섬유/직물제조,B02B04,캔버스제품제조-종합,2015-12-17
B,제조,B02,섬유/직물제조,B02B05,천막제조,2015-12-17
B,제조,B02,섬유/직물제조,B02B06,텐트제조,2015-12-17
B,제조,B02,섬유/직물제조,B02B07,캔버스제품제조-기타,2015-12-17
B,제조,B02,섬유/직물제조,B02B08,커튼제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B40,화학섬유제품제조-기타,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B41,필기용잉크제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B42,방향유제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B43,접착제제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B44,접착테이프제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B45,화약제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B46,비감광성기록매체제조-종합,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B47,마그네틱디스크제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B48,CD제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B49,마그네틱테이프제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B50,비감광성기록매체제조-기타,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B51,감광재료제조-종합,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B52,인화지제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B53,사진필름제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B54,인쇄용필름제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B55,마이크로필름제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B56,감광재료제조-기타,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B57,조제윤활유제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B58,정제염제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B59,시약제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B60,가성소다제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B61,가방제조용PP제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B62,PP평판시트제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B63,방수제제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B64,방습제제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B65,방염제제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B66,방청제제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B67,위생/소독재료제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B68,식염수제조,2015-12-17
B,제조,B10,화합물/화학제품제조,B10B69,공해방지-폐수처리약품제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B01,고무타이어/튜브제조-종합,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B02,타이어/튜브제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B03,고무타이어/튜브제조-기타,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B04,위생용고무제품제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B05,산업용고무제품제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B06,고무벨트제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B07,실리콘제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B08,고무호스제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B09,고무지우개제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B10,콘돔제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B11,스폰지(제조),2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B12,고무장갑제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B13,수술용고무장갑제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B14,플라스틱제품제조-종합,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B15,플라스틱호스제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B16,아크릴제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B17,비닐장판/벽지제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B18,스티로폴제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B19,플라스틱용기제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B20,플라스틱파이프제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B21,이동식화장실제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B22,FRP제품,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B23,플라스틱병제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B24,조립식벽돌제조,2015-12-17
B,제조,B12,고무/플라스틱제품제조,B12B25,플라스틱제품제조-기타,2015-12-17
B,제조,B13,유리/도자기제조,B13B01,유리제조-종합,2015-12-17
B,제조,B13,유리/도자기제조,B13B02,판유리제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B03,특수유리제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B04,광학유리제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B05,거울제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B06,유리제조-기타,2015-12-17
B,제조,B13,유리/도자기제조,B13B07,유리제품제조-종합,2015-12-17
B,제조,B13,유리/도자기제조,B13B08,유리섬유제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B09,유리공예품제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B10,유리병제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B11,유리그릇제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B12,크리스털제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B13,유리제품제조-기타,2015-12-17
B,제조,B13,유리/도자기제조,B13B14,토기제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B15,가정용도자기제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B16,위생용도자기제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B17,절연도기제조-종합,2015-12-17
B,제조,B13,유리/도자기제조,B13B18,전기애자제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B19,절연도기제조-기타,2015-12-17
B,제조,B13,유리/도자기제조,B13B20,이화학/산업용도자기제조-종합,2015-12-17
B,제조,B13,유리/도자기제조,B13B21,이화학용도자기제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B22,산업용도자기제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B23,이화학/산업용도자기제조-기타,2015-12-17
B,제조,B13,유리/도자기제조,B13B24,장식용도자기제조,2015-12-17
B,제조,B13,유리/도자기제조,B13B25,기타도자기제조업,2015-12-17
B,제조,B14,귀금속/장신구제조,B14B01,귀금속/장신구제조-종합,2015-12-17
B,제조,B14,귀금속/장신구제조,B14B02,액세서리제조,2015-12-17
B,제조,B14,귀금속/장신구제조,B14B03,금은세공,2015-12-17
B,제조,B14,귀금속/장신구제조,B14B04,보석가공,2015-12-17
B,제조,B14,귀금속/장신구제조,B14B05,보석케이스제조,2015-12-17
B,제조,B14,귀금속/장신구제조,B14B06,귀금속/장신구제조-기타,2015-12-17
B,제조,B15,악기제조,B15B01,악기제조-종합,2015-12-17
B,제조,B15,악기제조,B15B02,피아노제조,2015-12-17
B,제조,B15,악기제조,B15B03,건반악기제조,2015-12-17
B,제조,B15,악기제조,B15B04,현악기제조,2015-12-17
B,제조,B15,악기제조,B15B05,타악기제조,2015-12-17
B,제조,B15,악기제조,B15B06,전자악기제조,2015-12-17
B,제조,B15,악기제조,B15B07,국악기제조,2015-12-17
B,제조,B15,악기제조,B15B08,악기제조-기타,2015-12-17
B,제조,B16,운동용품제조,B16B01,운동/경기용구제조-종합,2015-12-17
B,제조,B16,운동용품제조,B16B02,헬스기구제조,2015-12-17
B,제조,B16,운동용품제조,B16B03,매트제조,2015-12-17
B,제조,B16,운동용품제조,B16B04,테니스기구제조,2015-12-17
B,제조,B16,운동용품제조,B16B05,탁구기구제조,2015-12-17
B,제조,B16,운동용품제조,B16B06,골프용품제조,2015-12-17
B,제조,B16,운동용품제조,B16B07,글러브제조,2015-12-17
B,제조,B16,운동용품제조,B16B08,궁도기구제조,2015-12-17
B,제조,B16,운동용품제조,B16B09,등산장비제조,2015-12-17
B,제조,B16,운동용품제조,B16B10,스키장비제조,2015-12-17
B,제조,B16,운동용품제조,B16B11,레저용품제조,2015-12-17
B,제조,B16,운동용품제조,B16B12,수영용품제조,2015-12-17
B,제조,B16,운동용품제조,B16B13,운동/경기용구제조-기타,2015-12-17
B,제조,B17,문구/잡화제조,B17B01,인형/장난감/오락용품제조-종합,2015-12-17
B,제조,B17,문구/잡화제조,B17B02,인형제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B03,장난감제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B04,오락기구제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B05,전자오락기구제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B06,당구재료제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B07,바둑/장기용품제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B08,시뮬레이터제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B09,인형/장난감/오락용품제조-기타,2015-12-17
B,제조,B17,문구/잡화제조,B17B10,모조장신품제조-종합,2015-12-17
B,제조,B17,문구/잡화제조,B17B11,장신구제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B12,가발제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B13,모조장신품제조-기타,2015-12-17
B,제조,B17,문구/잡화제조,B17B14,조화/장식품제조-종합,2015-12-17
B,제조,B17,문구/잡화제조,B17B15,가구장식품제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B16,가방장식품제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B17,구두부속제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B18,조화제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B19,조화/장식품제조-기타,2015-12-17
B,제조,B17,문구/잡화제조,B17B20,모형제조-종합,2015-12-17
B,제조,B17,문구/잡화제조,B17B21,모형건축물제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B22,모형과학교재제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B23,모형기계제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B24,모형음식제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B25,마네킹제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B26,모형제조-기타,2015-12-17
F,생활서비스,F12,광고/인쇄,F12A02,간판제작종합,2015-12-17
B,제조,B17,문구/잡화제조,B17B27,간판프레임제작,2015-12-17
B,제조,B17,문구/잡화제조,B17B28,교통표지판제작,2015-12-17
B,제조,B17,문구/잡화제조,B17B29,전사처리업,2015-12-17
B,제조,B17,문구/잡화제조,B17B30,흥행장용품제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B31,종교용품제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B32,민방위장비제조,2015-12-17
D,소매,D02,선물/팬시/기념품,D02A04,기념패/휘장,2015-12-17
B,제조,B17,문구/잡화제조,B17B33,조각품제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B34,얼음조각제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B35,칠보공예제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B36,유모차제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B37,문구/회화용품제조-종합,2015-12-17
B,제조,B17,문구/잡화제조,B17B38,문구제조-그림물감,2015-12-17
B,제조,B17,문구/잡화제조,B17B39,문구제조-노트,2015-12-17
B,제조,B17,문구/잡화제조,B17B40,문구제조-만년필/볼펜,2015-12-17
B,제조,B17,문구/잡화제조,B17B41,문구제조-바인더/파일,2015-12-17
B,제조,B17,문구/잡화제조,B17B42,문구제조-분필,2015-12-17
B,제조,B17,문구/잡화제조,B17B43,문구제조-색종이,2015-12-17
B,제조,B17,문구/잡화제조,B17B44,문구제조-샤프,2015-12-17
B,제조,B17,문구/잡화제조,B17B45,문구제조-서류함,2015-12-17
B,제조,B17,문구/잡화제조,B17B46,문구제조-수첩,2015-12-17
B,제조,B17,문구/잡화제조,B17B47,문구제조-앨범,2015-12-17
B,제조,B17,문구/잡화제조,B17B48,문구제조-연필,2015-12-17
B,제조,B17,문구/잡화제조,B17B49,문구제조-자,2015-12-17
B,제조,B17,문구/잡화제조,B17B50,문구제조-주판,2015-12-17
B,제조,B17,문구/잡화제조,B17B51,문구제조-지우개,2015-12-17
B,제조,B17,문구/잡화제조,B17B52,문구제조-칠판,2015-12-17
B,제조,B17,문구/잡화제조,B17B53,문구제조-탁상일지,2015-12-17
B,제조,B17,문구/잡화제조,B17B54,봉투제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B55,문구/회화용품제조-기타,2015-12-17
B,제조,B17,문구/잡화제조,B17B56,우산/지팡이제조-종합,2015-12-17
B,제조,B17,문구/잡화제조,B17B57,우산/양산제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B58,지팡이제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B59,우산/지팡이제조-기타,2015-12-17
B,제조,B17,문구/잡화제조,B17B60,단추/파스너제조-종합,2015-12-17
B,제조,B17,문구/잡화제조,B17B61,단추제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B62,파스너제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B63,단추/파스너제조-기타,2015-12-17
B,제조,B17,문구/잡화제조,B17B64,비/솔제조-종합,2015-12-17
B,제조,B17,문구/잡화제조,B17B65,브러쉬(제조),2015-12-17
B,제조,B17,문구/잡화제조,B17B66,칫솔제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B67,비/걸레제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B68,청소용품제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B69,비/솔제조-기타,2015-12-17
B,제조,B17,문구/잡화제조,B17B70,라이터/연소물/흡연품제조-종합,2015-12-17
B,제조,B17,문구/잡화제조,B17B71,담배필터제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B72,라이터제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B73,성냥제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B74,라이터/연소물/흡연품제조-기타,2015-12-17
B,제조,B17,문구/잡화제조,B17B75,도장용기구제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B76,양초제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B77,휴지통제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B78,옷걸이제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B79,보온병제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B80,리놀륨제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B81,유아용품제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B82,신용카드제작,2015-12-17
B,제조,B17,문구/잡화제조,B17B83,공중전화카드제작,2015-12-17
B,제조,B17,문구/잡화제조,B17B84,홀딩도어제작,2015-12-17
B,제조,B17,문구/잡화제조,B17B85,브라인드제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B86,칼제조,2015-12-17
B,제조,B17,문구/잡화제조,B17B87,원적외선제품,2015-12-17
B,제조,B18,방적/방직/직물제조,B18B01,제사/방적/직조업-종합,2015-12-17
B,제조,B18,방적/방직/직물제조,B18B02,면사제조,2015-12-17
B,제조,B18,방적/방직/직물제조,B18B03,면사가공,2015-12-17
B,제조,B18,방적/방직/직물제조,B18B04,생사제조,2015-12-17
B,제조,B18,방적/방직/직물제조,B18B05,가연사제조,2015-12-17
B,제조,B18,방적/방직/직물제조,B18B06,자수사제조,2015-12-17
B,제조,B18,방적/방직/직물제조,B18B07,재봉사제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B57,동제련,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B58,알루미늄제련,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B59,연제련,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B60,아연제련,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B61,비철금속제련/정련-기타,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B62,비철금속압연/압출-종합,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B63,동압연/압출,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B64,알루미늄압연/압출,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B65,연압연/압출,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B66,아연압연/압출,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B67,비철금속압연/압출-기타,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B68,금/은박지제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B69,용접봉제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B70,철강주조-종합,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B71,정밀주조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B72,철강주조-기타,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B73,비철금속주조-종합,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B74,알루미늄주물주조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B75,동주물주조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B76,비철금속주조-기타,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B77,금속단조/압형/야금제품제조-종합,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B78,알루미늄제품제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B79,야금,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B80,단조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B81,비철금속단조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B82,금속파이프제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B83,동파이프제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B84,스테인리스파이프제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B85,스테인리스그릇제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B86,스테인리스제품제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B87,유기그릇제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B88,금속압형제품제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B89,알루미늄그릇제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B90,금속단조/압형/야금제품제조-기타,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B91,금속처리-종합,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B92,열처리,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B93,용접,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B94,도금,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B95,판금,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B96,금속가공,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B97,금속절단/절곡,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B98,금속처리-기타,2015-12-17
B,제조,B25,재생가공처리,B25B01,금속재생재료가공처리-종합,2015-12-17
B,제조,B25,재생가공처리,B25B02,비철금속재생재료가공처리,2015-12-17
B,제조,B25,재생가공처리,B25B03,고철가공처리,2015-12-17
B,제조,B25,재생가공처리,B25B04,금속재생재료가공처리-기타,2015-12-17
B,제조,B25,재생가공처리,B25B05,비금속재생재료가공처리-종합,2015-12-17
B,제조,B25,재생가공처리,B25B06,폐섬유가공처리,2015-12-17
B,제조,B25,재생가공처리,B25B07,폐지가공처리,2015-12-17
B,제조,B25,재생가공처리,B25B08,폐플라스틱가공처리,2015-12-17
B,제조,B25,재생가공처리,B25B09,폐고무가공처리,2015-12-17
B,제조,B25,재생가공처리,B25B10,폐유리가공처리,2015-12-17
B,제조,B25,재생가공처리,B25B11,비금속재생재료가공처리-기타,2015-12-17
B,제조,B26,기계/장비/기구제조,B26B01,엔진/터빈제조-종합,2015-12-17
B,제조,B26,기계/장비/기구제조,B26B03,내연기관제조,2015-12-17
B,제조,B26,기계/장비/기구제조,B26B05,증기/가스터빈제조,2015-12-17
B,제조,B26,기계/장비/기구제조,B26B18,엔진/터빈제조-기타,2015-12-17
B,제조,B26,기계/장비/기구제조,B26B20,펌프/압축기/탭/밸브제조-종합,2015-12-17
B,제조,B26,기계/장비/기구제조,B26B22,펌프제조,2015-12-17
