업종대분류코드,업종대분류명,업종중분류코드,업종중분류명,업종소분류코드,업종소분류명,데이터기준일자
B,제조,B24,제철/제련/금속처리,B24B41,합금철강제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B42,제강업,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B43,제철/제강-기타,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B44,철강압연/압출/연신/제관업-종합,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B45,강관제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B46,파이프제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B47,제관,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B48,금속압연,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B49,강판제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B50,철판제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B51,컬러철판제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B52,철선제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B53,철망제조,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B54,철강압연/압출/연신/제관업-기타,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B55,기타철강업,2015-12-17
B,제조,B24,제철/제련/금속처리,B24B56,비철금속제련/정련-종합,2015-12-17
D,소매,D01,음/식료품소매,D01A13,청과물소매,2015-12-17
D,소매,D01,음/식료품소매,D01A18,건과류판매,2015-12-17
D,소매,D01,음/식료품소매,D01A01,식료품점,2015-12-17
D,소매,D25,기타판매업,D25A04,담배소매,2015-12-17
D,소매,D10,건강/미용식품,D10A07,건강원,2015-12-17
D,소매,D10,건강/미용식품,D10A04,건강식품판매,2015-12-17
D,소매,D10,건강/미용식품,D10A05,인삼제품판매,2015-12-17
Q,음식,Q07,패스트푸드,Q07A09,생과자점,2015-12-17
Q,음식,Q07,패스트푸드,Q07A07,아이스크림판매,2015-12-17
D,소매,D01,음/식료품소매,D01A19,생수판매,2015-12-17
D,소매,D01,음/식료품소매,D01A20,얼음가게,2015-12-17
D,소매,D01,음/식료품소매,D01A07,반찬가게,2015-12-17
D,소매,D11,유아용품,D11A02,유아식품판매,2015-12-17
D,소매,D01,음/식료품소매,D01A21,우유판매,2015-12-17
D,소매,D01,음/식료품소매,D01A22,식용유판매,2015-12-17
D,소매,D01,음/식료품소매,D01A23,유과판매,2015-12-17
D,소매,D01,음/식료품소매,D01A24,냉동식품판매,2015-12-17
D,소매,D10,건강/미용식품,D10A06,녹즙판매,2015-12-17
D,소매,D01,음/식료품소매,D01A25,두유판매,2015-12-17
D,소매,D01,음/식료품소매,D01A26,드라이아이스판매,2015-12-17
F,생활서비스,F17,예식/의례/관혼상제,F17A04,폐백전문,2015-12-17
D,소매,D10,건강/미용식품,D10A08,금연관련제품판매,2015-12-17
D,소매,D01,음/식료품소매,D01A27,제과재료판매,2015-12-17
D,소매,D10,건강/미용식품,D10A02,생식판매,2015-12-17
D,소매,D10,건강/미용식품,D10A01,다이어트상품판매,2015-12-17
D,소매,D01,음/식료품소매,D01A08,유기농식품판매,2015-12-17
D,소매,D10,건강/미용식품,D10A03,선식판매,2015-12-17
D,소매,D01,음/식료품소매,D01A02,김치판매,2015-12-17
D,소매,D25,기타판매업,D25A05,수입담배판매,2015-12-17
Q,음식,Q08,제과제빵떡케익,Q08A02,케익전문점,2015-12-17
Q,음식,Q07,패스트푸드,Q07A08,유산균아이스크림전문,2015-12-17
D,소매,D05,의복의류,D05A18,섬유/직물/주단,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A03,침구/수예품,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A12,십자수/뜨개,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A11,리본공예판매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A08,퀼트전문,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A13,비즈공예,2015-12-17
D,소매,D05,의복의류,D05A07,셔츠/내의/속옷,2015-12-17
D,소매,D05,의복의류,D05A04,여성내의전문점,2015-12-17
D,소매,D05,의복의류,D05A01,일반의류,2015-12-17
D,소매,D05,의복의류,D05A09,남성의류전문점,2015-12-17
D,소매,D05,의복의류,D05A03,여성의류전문점,2015-12-17
D,소매,D05,의복의류,D05A02,캐쥬얼/스포츠의류,2015-12-17
D,소매,D05,의복의류,D05A05,아동복판매,2015-12-17
D,소매,D11,유아용품,D11A01,유아/임부복,2015-12-17
D,소매,D05,의복의류,D05A11,가죽/모피의류,2015-12-17
D,소매,D05,의복의류,D05A15,법복(승복)판매,2015-12-17
D,소매,D06,가방/신발/액세서리,D06A01,신발소매,2015-12-17
D,소매,D06,가방/신발/액세서리,D06A02,구두제화/캐주얼화,2015-12-17
D,소매,D06,가방/신발/액세서리,D06A03,기능성신발판매,2015-12-17
D,소매,D06,가방/신발/액세서리,D06A05,액세서리판매,2015-12-17
D,소매,D06,가방/신발/액세서리,D06A07,양품점,2015-12-17
D,소매,D06,가방/신발/액세서리,D06A10,가방/가죽제품소매,2015-12-17
D,소매,D06,가방/신발/액세서리,D06A09,우산/우의판매,2015-12-17
D,소매,D06,가방/신발/액세서리,D06A08,가발판매,2015-12-17
D,소매,D06,가방/신발/액세서리,D06A11,재봉용품판매,2015-12-17
D,소매,D05,의복의류,D05A16,교복판매,2015-12-17
D,소매,D05,의복의류,D05A19,특수복판매,2015-12-17
D,소매,D25,기타판매업,D25A13,파라솔판매,2015-12-17
D,소매,D05,의복의류,D05A13,청바지판매,2015-12-17
D,소매,D15,가구소매,D15A01,일반가구소매,2015-12-17
D,소매,D15,가구소매,D15A03,가구판매-응접세트,2015-12-17
D,소매,D15,가구소매,D15A04,가구판매-침대전문,2015-12-17
D,소매,D15,가구소매,D15A05,가구판매-장농,2015-12-17
D,소매,D15,가구소매,D15A02,가구판매-사무용가구,2015-12-17
D,소매,D15,가구소매,D15A06,가구판매-등가구,2015-12-17
D,소매,D15,가구소매,D15A07,가구판매-수입가구,2015-12-17
D,소매,D15,가구소매,D15A08,가구판매-돌침대,2015-12-17
D,소매,D04,취미/오락관련소매,D04A09,악기판매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A02,주방용품,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A17,주방가구판매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A18,가스레인지판매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A04,그릇판매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A05,정수기연수기,2015-12-17
D,소매,D12,가전제품소매,D12A01,일반가전제품,2015-12-17
D,소매,D12,가전제품소매,D12A02,오디오전문점,2015-12-17
D,소매,D12,가전제품소매,D12A03,노래방기기판매,2015-12-17
D,소매,D12,가전제품소매,D12A04,수입가전제품판매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A10,조명기구/전기용품,2015-12-17
D,소매,D25,기타판매업,D25A14,미싱판매,2015-12-17
D,소매,D21,철물/난방/건설자재소매,D21A02,보일러/냉난방용품,2015-12-17
D,소매,D21,철물/난방/건설자재소매,D21A11,태양열온수기판매,2015-12-17
D,소매,D21,철물/난방/건설자재소매,D21A09,심야전기보일러판매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A01,인테리어/욕실용품/커튼,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A07,등세공품판매,2015-12-17
D,소매,D21,철물/난방/건설자재소매,D21A06,철물/건설자재소매,2015-12-17
D,소매,D21,철물/난방/건설자재소매,D21A03,목제품판매,2015-12-17
D,소매,D21,철물/난방/건설자재소매,D21A08,셔터/새시판매,2015-12-17
D,소매,D21,철물/난방/건설자재소매,D21A01,건축백화점,2015-12-17
D,소매,D21,철물/난방/건설자재소매,D21A04,조립식앵글판매,2015-12-17
D,소매,D21,철물/난방/건설자재소매,D21A05,진열장판매,2015-12-17
D,소매,D21,철물/난방/건설자재소매,D21A07,열쇠판매/수리,2015-12-17
I,기술/건축/환경,I02,건축설비/설치공사,I02C12,판넬대여,2015-12-17
I,기술/건축/환경,I02,건축설비/설치공사,I02C13,가설자재임대,2015-12-17
I,기술/건축/환경,I02,건축설비/설치공사,I02C14,가설자재판매,2015-12-17
D,소매,D22,페인트/유리제품소매,D22A01,페인트/유리제품소매,2015-12-17
D,소매,D22,페인트/유리제품소매,D22A02,도료염료,2015-12-17
D,소매,D22,페인트/유리제품소매,D22A03,유리/거울판매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A14,지물판매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A06,카페트판매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A19,풍선도소매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A15,유리/페인트/철물건축자재,2015-12-17
D,소매,D13,책/서적/도서,D13A03,서적/신문소매,2015-12-17
D,소매,D13,책/서적/도서,D13A01,서점,2015-12-17
D,소매,D13,책/서적/도서,D13A12,외국서적판매,2015-12-17
D,소매,D13,책/서적/도서,D13A04,고서적판매,2015-12-17
D,소매,D13,책/서적/도서,D13A10,중고서적판매,2015-12-17
D,소매,D13,책/서적/도서,D13A11,종교서적판매,2015-12-17
D,소매,D13,책/서적/도서,D13A05,컴퓨터서적판매,2015-12-17
D,소매,D13,책/서적/도서,D13A06,잡지/신문소매,2015-12-17
D,소매,D13,책/서적/도서,D13A13,지도판매,2015-12-17
D,소매,D13,책/서적/도서,D13A02,할인/아동도서,2015-12-17
D,소매,D13,책/서적/도서,D13A08,기독교서적판매,2015-12-17
D,소매,D13,책/서적/도서,D13A09,천주교서적판매,2015-12-17
D,소매,D13,책/서적/도서,D13A07,불교서적판매,2015-12-17
D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,2015-12-17
D,소매,D08,사무/문구/컴퓨터,D08A06,화방/필방,2015-12-17
D,소매,D08,사무/문구/컴퓨터,D08A03,컴퓨터/사무용기기종합,2015-12-17
D,소매,D08,사무/문구/컴퓨터,D08A05,컴퓨터전문매장,2015-12-17
D,소매,D08,사무/문구/컴퓨터,D08A11,컴퓨터프로그램판매,2015-12-17
D,소매,D08,사무/문구/컴퓨터,D08A04,컴퓨터/주변기기,2015-12-17
D,소매,D08,사무/문구/컴퓨터,D08A02,사무용기기소매,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A01,사진/광학/정밀기기소매,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A03,카메라판매,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A09,필름판매점,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A10,영사기판매,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A04,안경원,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A11,경보기판매,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A05,현미경/망원경판매,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A06,저울판매,2015-12-17
D,소매,D12,가전제품소매,D12A05,전화기판매,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A07,금고판매,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A02,핸드폰소매,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A12,특수사진기,2015-12-17
D,소매,D18,사진/광학/정밀기기소매,D18A08,무전기(판매/수리),2015-12-17
D,소매,D26,시계/귀금속소매,D26A01,시계/귀금속,2015-12-17
D,소매,D26,시계/귀금속소매,D26A02,시계방,2015-12-17
D,소매,D26,시계/귀금속소매,D26A03,금은방,2015-12-17
D,소매,D26,시계/귀금속소매,D26A04,다이아몬드매매,2015-12-17
D,소매,D08,사무/문구/컴퓨터,D08A10,인장/도장,2015-12-17
D,소매,D19,종교용품판매,D19A01,종교용품판매,2015-12-17
D,소매,D19,종교용품판매,D19A03,종교용품판매-기독교,2015-12-17
D,소매,D19,종교용품판매,D19A02,종교용품판매-불교,2015-12-17
D,소매,D19,종교용품판매,D19A04,종교용품판매-천주교,2015-12-17
D,소매,D14,운동/경기용품소매,D14A01,운동/경기용품,2015-12-17
D,소매,D14,운동/경기용품소매,D14A05,낚시용품판매,2015-12-17
D,소매,D14,운동/경기용품소매,D14A14,총포상,2015-12-17
D,소매,D14,운동/경기용품소매,D14A06,골프용품판매,2015-12-17
D,소매,D14,운동/경기용품소매,D14A07,수영용품판매,2015-12-17
D,소매,D14,운동/경기용품소매,D14A08,등산용품판매,2015-12-17
D,소매,D14,운동/경기용품소매,D14A09,스키장비판매,2015-12-17
D,소매,D14,운동/경기용품소매,D14A03,자전거판매,2015-12-17
D,소매,D14,운동/경기용품소매,D14A02,건강/헬스용품,2015-12-17
D,소매,D14,운동/경기용품소매,D14A12,수상운동용품판매,2015-12-17
D,소매,D14,운동/경기용품소매,D14A11,볼링용품판매,2015-12-17
D,소매,D14,운동/경기용품소매,D14A10,인라인스케이트판매,2015-12-17
D,소매,D14,운동/경기용품소매,D14A13,석궁용품판매,2015-12-17
D,소매,D04,취미/오락관련소매,D04A02,오락게임기구/장난감소매,2015-12-17
D,소매,D04,취미/오락관련소매,D04A14,전자오락기구판매,2015-12-17
D,소매,D04,취미/오락관련소매,D04A01,완구점,2015-12-17
D,소매,D04,취미/오락관련소매,D04A06,바둑/장기용품판매,2015-12-17
D,소매,D04,취미/오락관련소매,D04A05,조립모형소매,2015-12-17
D,소매,D11,유아용품,D11A03,유아용품판매,2015-12-17
D,소매,D17,예술품/골동품/수석/분재,D17A01,예술품/골동품소매,2015-12-17
D,소매,D17,예술품/골동품/수석/분재,D17A02,골동품판매,2015-12-17
D,소매,D17,예술품/골동품/수석/분재,D17A03,화랑,2015-12-17
D,소매,D17,예술품/골동품/수석/분재,D17A04,표구점,2015-12-17
D,소매,D25,기타판매업,D25A01,음반/테이프/CD,2015-12-17
D,소매,D02,선물/팬시/기념품,D02A08,관광/민예품/선물용품소매,2015-12-17
D,소매,D02,선물/팬시/기념품,D02A05,토산품/기념품점,2015-12-17
D,소매,D02,선물/팬시/기념품,D02A01,선물용품판매,2015-12-17
D,소매,D02,선물/팬시/기념품,D02A07,공예품판매,2015-12-17
D,소매,D02,선물/팬시/기념품,D02A06,황토상품전문점,2015-12-17
D,소매,D04,취미/오락관련소매,D04A12,화폐수집상,2015-12-17
D,소매,D04,취미/오락관련소매,D04A11,우표/공중전화카드수집상,2015-12-17
D,소매,D17,예술품/골동품/수석/분재,D17A05,수석판매,2015-12-17
D,소매,D17,예술품/골동품/수석/분재,D17A06,분재판매,2015-12-17
D,소매,D04,취미/오락관련소매,D04A13,수족관,2015-12-17
D,소매,D04,취미/오락관련소매,D04A07,액자점,2015-12-17
D,소매,D04,취미/오락관련소매,D04A04,그림/액자판매,2015-12-17
D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,2015-12-17
D,소매,D04,취미/오락관련소매,D04A10,지점토판매,2015-12-17
D,소매,D04,취미/오락관련소매,D04A03,이벤트용품판매,2015-12-17
D,소매,D23,자동차/자동차용품,D23A01,자동차판매,2015-12-17
D,소매,D23,자동차/자동차용품,D23A02,중고자동차판매,2015-12-17
D,소매,D23,자동차/자동차용품,D23A08,중고타이어판매,2015-12-17
D,소매,D23,자동차/자동차용품,D23A09,수입자동차판매,2015-12-17
D,소매,D23,자동차/자동차용품,D23A10,수입중고자동차판매,2015-12-17
F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,2015-12-17
F,생활서비스,F14,자동차/이륜차,F14A04,세차장,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A16,농기구수리,2015-12-17
D,소매,D23,자동차/자동차용품,D23A06,자동차부품판매,2015-12-17
D,소매,D23,자동차/자동차용품,D23A04,타이어판매,2015-12-17
D,소매,D23,자동차/자동차용품,D23A11,자동차유리전문점,2015-12-17
D,소매,D23,자동차/자동차용품,D23A07,자동차장식품판매,2015-12-17
D,소매,D25,기타판매업,D25A15,농기구판매,2015-12-17
D,소매,D23,자동차/자동차용품,D23A03,카오디오전문,2015-12-17
D,소매,D23,자동차/자동차용품,D23A05,네비게이션판매,2015-12-17
F,생활서비스,F14,자동차/이륜차,F14A03,오토바이판매/수리,2015-12-17
F,생활서비스,F14,자동차/이륜차,F14A02,자전거판매/수리,2015-12-17
F,생활서비스,F16,주유소/충전소,F16A03,차량연료소매-종합,2015-12-17
F,생활서비스,F16,주유소/충전소,F16A01,주유소,2015-12-17
F,생활서비스,F16,주유소/충전소,F16A02,차량가스충전소,2015-12-17
D,소매,D20,의약/의료품소매,D20B01,의약품소매,2015-12-17
S,의료,S02,약국/한약방,S02A01,약국,2015-12-17
D,소매,D25,기타판매업,D25A16,동물약품판매,2015-12-17
S,의료,S02,약국/한약방,S02A02,한약방,2015-12-17
S,의료,S02,약국/한약방,S02A03,탕제원,2015-12-17
D,소매,D20,의약/의료품소매,D20A01,의료용품소매,2015-12-17
D,소매,D20,의약/의료품소매,D20A02,보청기판매,2015-12-17
D,소매,D20,의약/의료품소매,D20A03,의족/의수판매,2015-12-17
D,소매,D20,의약/의료품소매,D20A04,건강보조기구판매,2015-12-17
D,소매,D16,화장품소매,D16A01,화장품판매점,2015-12-17
D,소매,D16,화장품소매,D16A02,향수전문점,2015-12-17
D,소매,D25,기타판매업,D25A10,가정용연료소매,2015-12-17
D,소매,D25,기타판매업,D25A07,연탄판매,2015-12-17
D,소매,D25,기타판매업,D25A08,유류판매,2015-12-17
D,소매,D25,기타판매업,D25A12,LPG판매,2015-12-17
D,소매,D24,중고품소매/교환,D24A01,물물교환센타,2015-12-17
D,소매,D24,중고품소매/교환,D24A03,중고가전가구,2015-12-17
D,소매,D24,중고품소매/교환,D24A04,중고명품판매교환,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A01,개인/가정용품수리-종합,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A04,가구수리,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A08,옷수선,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A03,가방구두수전,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A11,악기수선,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A02,가전제품수리,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A15,금고수리,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A09,가죽/모피수선,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A10,액세서리수선,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A14,피아노조율,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A13,골동품수리,2015-12-17
F,생활서비스,F15,주택수리,F15A01,주택수리종합,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A05,에어컨수리/설치,2015-12-17
F,생활서비스,F03,개인/가정용품수리,F03A07,컴퓨터수리,2015-12-17
D,소매,D25,기타판매업,D25A23,통신판매,2015-12-17
D,소매,D25,기타판매업,D25A03,노점/유사이동판매,2015-12-17
D,소매,D25,기타판매업,D25A18,자동판매기운영,2015-12-17
D,소매,D25,기타판매업,D25A17,농자재판매,2015-12-17
D,소매,D25,기타판매업,D25A19,신용카드조회기판매,2015-12-17
D,소매,D07,가정/주방/인테리어,D07A16,비데판매,2015-12-17
D,소매,D25,기타판매업,D25A20,호신용품판매,2015-12-17
D,소매,D25,기타판매업,D25A21,안전보호구판매,2015-12-17
D,소매,D25,기타판매업,D25A22,세탁기구판매,2015-12-17
D,소매,D25,기타판매업,D25A06,업소용가전제품,2015-12-17
G,교통/운송,G01,철도운송,G01A00,도시간철도운송,2015-12-17
G,교통/운송,G01,철도운송,G01B00,구역내철도운송-종합,2015-12-17
G,교통/운송,G01,철도운송,G01B01,지하철,2015-12-17
G,교통/운송,G01,철도운송,G01B02,구역내철도운송-기타,2015-12-17
G,교통/운송,G02,버스운송,G02A00,시외버스운송-종합,2015-12-17
G,교통/운송,G02,버스운송,G02A01,시외버스,2015-12-17
G,교통/운송,G02,버스운송,G02A02,고속버스,2015-12-17
G,교통/운송,G02,버스운송,G02A03,직행버스,2015-12-17
G,교통/운송,G02,버스운송,G02A99,시외버스운송-기타,2015-12-17
G,교통/운송,G02,버스운송,G02B00,시내버스운송-종합,2015-12-17
G,교통/운송,G02,버스운송,G02B01,시내버스,2015-12-17
G,교통/운송,G02,버스운송,G02B02,공항버스,2015-12-17
G,교통/운송,G02,버스운송,G02B03,마을버스,2015-12-17
G,교통/운송,G02,버스운송,G02B99,시내버스운송-기타,2015-12-17
G,교통/운송,G02,버스운송,G02C01,케이블카운영,2015-12-17
G,교통/운송,G02,버스운송,G02C02,학교버스운영대행,2015-12-17
G,교통/운송,G03,택시운송,G03A00,택시운송-종합,2015-12-17
G,교통/운송,G03,택시운송,G03A01,택시회사,2015-12-17
G,교통/운송,G03,택시운송,G03A02,콜택시-일반,2015-12-17
G,교통/운송,G03,택시운송,G03A03,콜택시-모범,2015-12-17
G,교통/운송,G03,택시운송,G03A04,콜밴,2015-12-17
G,교통/운송,G03,택시운송,G03A05,대형택시,2015-12-17
G,교통/운송,G03,택시운송,G03A99,택시운송-기타,2015-12-17
G,교통/운송,G04,자동차/이륜차,G04B01,버스임대,2015-12-17
G,교통/운송,G02,버스운송,G02C03,기타비노선여객육상운송,2015-12-17
G,교통/운송,G05,화물운송,G05A00,정기노선도로화물운송-종합,2015-12-17
D,소매,D03,종합소매점,D03B01,백화점,2015-12-17
D,소매,D03,종합소매점,D03B02,면세백화점,2015-12-17
D,소매,D03,종합소매점,D03B03,아케이드/쇼핑센타,2015-12-17
D,소매,D03,종합소매점,D03B04,시장/종합상가,2015-12-17
G,교통/운송,G09,역/터미널/자동차시설,G09A01,철도역,2015-12-17
G,교통/운송,G09,역/터미널/자동차시설,G09A02,지하철역,2015-12-17
G,교통/운송,G09,역/터미널/자동차시설,G09B01,시내버스터미널,2015-12-17
G,교통/운송,G09,역/터미널/자동차시설,G09B02,시외버스터미널,2015-12-17
G,교통/운송,G09,역/터미널/자동차시설,G09B03,고속버스터미널,2015-12-17
G,교통/운송,G10,항구/선박시설,G10A01,선착장,2015-12-17
G,교통/운송,G10,항구/선박시설,G10A02,국내여객선터미널,2015-12-17
G,교통/운송,G10,항구/선박시설,G10A03,국제여객선터미널,2015-12-17
G,교통/운송,G07,항공,G07C00,항공터미널시설운영-종합,2015-12-17
G,교통/운송,G07,항공,G07C01,공항터미널운영,2015-12-17
F,생활서비스,F04,운송/배달/택배,F04B08,우체국/우편물취급소,2015-12-17
U,언론/미디어,U01,TV,U01A01,방송사-TV,2015-12-17
U,언론/미디어,U01,TV,U01A02,방송사-지방TV,2015-12-17
U,언론/미디어,U01,TV,U01A03,방송사-외국TV,2015-12-17
U,언론/미디어,U01,TV,U01A04,방송사-교육TV,2015-12-17
U,언론/미디어,U02,라디오,U02A01,라디오방송사,2015-12-17
U,언론/미디어,U02,라디오,U02A02,라디오방송사-지방,2015-12-17
U,언론/미디어,U02,라디오,U02A03,라디오방송사-외국,2015-12-17
U,언론/미디어,U02,라디오,U02A04,라디오방송사-종교,2015-12-17
U,언론/미디어,U02,라디오,U02A05,라디오방송사-교통,2015-12-17
U,언론/미디어,U07,신문,U07A01,신문사-일간,2015-12-17
U,언론/미디어,U07,신문,U07A02,신문사-주간,2015-12-17
U,언론/미디어,U07,신문,U07A03,신문사-지방,2015-12-17
K,금융,K01,은행,K01A01,중앙은행,2015-12-17
K,금융,K01,은행,K01A02,은행,2015-12-17
K,금융,K01,은행,K01A03,지방은행,2015-12-17
K,금융,K01,은행,K01A06,농협,2015-12-17
K,금융,K01,은행,K01A07,수협,2015-12-17
K,금융,K01,은행,K01A08,축협,2015-12-17
C,도매/유통/무역,C11,섬유/직물도매,C11A03,침구류도매,2015-12-17
C,도매/유통/무역,C11,섬유/직물도매,C11A04,수건도매,2015-12-17
C,도매/유통/무역,C11,섬유/직물도매,C11A05,섬유/실도매,2015-12-17
C,도매/유통/무역,C11,섬유/직물도매,C11A06,수예품도매,2015-12-17
C,도매/유통/무역,C11,섬유/직물도매,C11A07,슬립커버도매,2015-12-17
C,도매/유통/무역,C11,섬유/직물도매,C11A08,린네르도매,2015-12-17
C,도매/유통/무역,C11,섬유/직물도매,C11A09,양복지도매,2015-12-17
C,도매/유통/무역,C11,섬유/직물도매,C11A10,양장지도매,2015-12-17
C,도매/유통/무역,C11,섬유/직물도매,C11A99,섬유사/직물제품도매-기타,2015-12-17
C,도매/유통/무역,C12,의류도매,C12A00,외의도매-종합,2015-12-17
C,도매/유통/무역,C12,의류도매,C12A01,남성용외의도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12A02,여성용외의도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12A03,아동용외의도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12A04,스포츠웨어도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12A05,특수복도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12A99,외의도매-기타,2015-12-17
C,도매/유통/무역,C12,의류도매,C12B00,셔츠/내의도매-종합,2015-12-17
C,도매/유통/무역,C12,의류도매,C12B01,셔츠도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12B02,내의도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12B03,실내복도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12B99,셔츠/내의도매-기타,2015-12-17
C,도매/유통/무역,C13,신발도매,C13A00,신발도매-종합,2015-12-17
C,도매/유통/무역,C13,신발도매,C13A01,구두도매,2015-12-17
C,도매/유통/무역,C13,신발도매,C13A02,캐쥬얼화도매,2015-12-17
C,도매/유통/무역,C13,신발도매,C13A03,운동화도매,2015-12-17
C,도매/유통/무역,C13,신발도매,C13A99,신발도매-기타,2015-12-17
C,도매/유통/무역,C14,가죽/모피제품도매,C14A00,가죽/모피제품도매-종합,2015-12-17
C,도매/유통/무역,C14,가죽/모피제품도매,C14A01,모피의복도매,2015-12-17
C,도매/유통/무역,C14,가죽/모피제품도매,C14A02,가죽의복도매,2015-12-17
C,도매/유통/무역,C14,가죽/모피제품도매,C14A03,모피제품도매,2015-12-17
C,도매/유통/무역,C14,가죽/모피제품도매,C14A04,가죽제품도매,2015-12-17
C,도매/유통/무역,C14,가죽/모피제품도매,C14A99,가죽/모피제품도매-기타,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C01,가발도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C02,장갑도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C03,모자도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C04,넥타이도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C05,양말도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C06,머플러도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C07,스카프도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C08,손수건도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C09,쇼올도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C10,의복액세서리도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C11,요대도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C12,모조신변장식품도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C13,안감/의류부속재료도매,2015-12-17
C,도매/유통/무역,C12,의류도매,C12C14,파스너도매,2015-12-17
C,도매/유통/무역,C15,가구도매,C15A00,가구도매-종합,2015-12-17
C,도매/유통/무역,C15,가구도매,C15A01,가정용가구도매,2015-12-17
C,도매/유통/무역,C15,가구도매,C15A02,사무용가구도매,2015-12-17
C,도매/유통/무역,C15,가구도매,C15A03,침대도매,2015-12-17
C,도매/유통/무역,C15,가구도매,C15A99,가구도매-기타,2015-12-17
C,도매/유통/무역,C16,가전제품도매,C16A00,가정용전기기기도매-종합,2015-12-17
